Day,SMI,SMI missing values
958,2619.2,2619.2
959,2617.2,2617.2
960,2586.5,2586.5
961,2553.2,2553.2
962,2543.1,2543.1
963,2515.8,2515.8
964,2461.5,2461.5
965,2467.7,2467.7
966,2450.3,2450.3
967,2463.3,2463.3
968,2475,NA
969,2491.7,2491.7
970,2497.5,2497.5
971,2516,NA
972,2505.5,2505.5
973,2501.9,2501.9
974,2480.7,2480.7
975,2526.6,2526.6
976,2518.1,2518.1
977,2495.6,2495.6
978,2495,NA
979,2533.1,2533.1
980,2508.9,2508.9
981,2511.1,2511.1
982,2536.2,2536.2
983,2536.3,2536.3
984,2556.1,2556.1
985,2559.3,2559.3
986,2561.2,2561.2
987,2563.1,2563.1
988,2562.4,2562.4
989,2560.3,2560.3
990,2560.3,2560.3
991,2560.3,2560.3
992,2547.1,2547.1
993,2516.8,2516.8
994,2544.2,2544.2
995,2560.8,2560.8
996,2554.8,2554.8
997,2561.1,2561.1
998,2574.4,2574.4
999,2567,NA
1000,2597.2,2597.2
1001,2597.2,2597.2
1002,2621.4,2621.4
1003,2618.6,2618.6
1004,2641.7,2641.7
1005,2650.5,2650.5
1006,2658.8,2658.8
1007,2655.6,2655.6
1008,2661.4,2661.4
1009,2701,NA
1010,2728.2,2728.2
1011,2739,NA
1012,2746.6,2746.6
1013,2739.8,2739.8
1014,2727.7,2727.7
1015,2701,NA
1016,2751.2,2751.2
1017,2750.4,2750.4
1018,2778.5,2778.5
1019,2778.5,2778.5
1020,2751.7,2751.7
1021,2762.5,2762.5
1022,2779.4,2779.4
1023,2786.4,2786.4
1024,2807.8,2807.8
1025,2805.3,2805.3
1026,2805.3,2805.3
1027,2809.7,2809.7
1028,2819.6,2819.6
1029,2806.8,2806.8
1030,2795.3,2795.3
1031,2802.3,2802.3
1032,2800.9,2800.9
1033,2798.1,2798.1
1034,2800.2,2800.2
1035,2775.4,2775.4
1036,2803,NA
1037,2805.6,2805.6
1038,2816.8,2816.8
1039,2843.3,2843.3
1040,2837.7,2837.7
1041,2830.3,2830.3
1042,2845.1,2845.1
1043,2836.8,2836.8
1044,2845.6,2845.6
1045,2825.3,2825.3
1046,2827.5,2827.5
1047,2847.5,2847.5
1048,2843.7,2843.7
1049,2833.7,2833.7
1050,2848.4,2848.4
1051,2842.9,2842.9
1052,2847.3,2847.3
1053,2867.9,2867.9
1054,2869.7,2869.7
1055,2863.4,2863.4
1056,2892.3,2892.3
1057,2875.1,2875.1
1058,2856.2,2856.2
1059,2822.2,2822.2
1060,2830.2,2830.2
1061,2836.6,2836.6
1062,2833.2,2833.2
1063,2827.1,2827.1
1064,2824.7,2824.7
1065,2833.1,2833.1
1066,2826.8,2826.8
1067,2826.8,2826.8
1068,2852.3,2852.3
1069,2814.3,2814.3
1070,2807.1,2807.1
1071,2800.6,2800.6
1072,2797.4,2797.4
1073,2781.3,2781.3
1074,2802.6,2802.6
1075,2820.1,2820.1
1076,2807.2,2807.2
1077,2838.4,2838.4
1078,2880.6,2880.6
1079,2880,NA
1080,2889.5,2889.5
1081,2886.7,2886.7
1082,2900.8,2900.8
1083,2896.8,2896.8
1084,2887.1,2887.1
1085,2893.8,2893.8
1086,2883.3,2883.3
1087,2887.3,2887.3
1088,2915.7,2915.7
1089,2908.8,2908.8
1090,2918.3,2918.3
1091,2952.7,2952.7
1092,2971.1,2971.1
1093,2999.6,2999.6
1094,2989.1,2989.1
1095,2989.2,2989.2
1096,2986.3,2986.3
1097,2990.5,2990.5
1098,3016.8,3016.8
1099,3011.6,3011.6
1100,3025.4,3025.4
1101,3008.1,3008.1
1102,3033.5,3033.5
1103,3029,NA
1104,3039.1,3039.1
1105,2994.7,2994.7
1106,3015.3,3015.3
1107,3045.5,3045.5
1108,3009.8,3009.8
1109,3000.6,3000.6
1110,3014.8,3014.8
1111,3039,NA
1112,3049,NA
1113,3036.5,3036.5
1114,3036.6,3036.6
1115,3054,NA
1116,3064,NA
1117,3050,NA
1118,3073,NA
1119,3083.7,3083.7
1120,3109.2,3109.2
1121,3116.3,3116.3
1122,3112.3,3112.3
1123,3135.4,3135.4
1124,3124.5,3124.5
1125,3120.4,3120.4
1126,3041.7,3041.7
1127,3062.3,3062.3
1128,3078.9,3078.9
1129,3080,NA
1130,3026.6,3026.6
1131,3057.9,3057.9
1132,3108.2,3108.2
1133,3128.5,3128.5
1134,3123.4,3123.4
1135,3137.6,3137.6
1136,3123.2,3123.2
1137,3133.8,3133.8
1138,3132.6,3132.6
1139,3150.1,3150.1
1140,3130.4,3130.4
1141,3121.4,3121.4
1142,3133,NA
1143,3124.8,3124.8
1144,3148.4,3148.4
1145,3152.5,3152.5
1146,3182.2,3182.2
1147,3183.9,3183.9
1148,3201,NA
1149,3209.2,3209.2
1150,3220.1,3220.1
1151,3251,NA
1152,3229.5,3229.5
1153,3245.9,3245.9
1154,3251.6,3251.6
1155,3261.2,3261.2
1156,3278.4,3278.4
1157,3278.5,3278.5
1158,3281.5,3281.5
1159,3245.7,3245.7
1160,3246.6,3246.6
1161,3261.6,3261.6
1162,3280.9,3280.9
1163,3273.4,3273.4
1164,3272.2,3272.2
1165,3289.8,3289.8
1166,3251.6,3251.6
1167,3217.7,3217.7
1168,3254.3,3254.3
1169,3255,NA
1170,3277.9,3277.9
1171,3277.9,3277.9
1172,3277.9,3277.9
1173,3317.1,3317.1
1174,3297.7,3297.7
1175,3297.7,3297.7
1176,3297.7,3297.7
1177,3297.7,3297.7
1178,3384.5,3384.5
1179,3395.8,3395.8
1180,3376.1,3376.1
1181,3368.1,3368.1
1182,3361.5,3361.5
1183,3314.8,3314.8
1184,3284.1,3284.1
1185,3292.9,3292.9
1186,3233.9,3233.9
1187,3254.8,3254.8
1188,3219.3,3219.3
1189,3257.8,3257.8
1190,3253.1,3253.1
1191,3249.9,3249.9
1192,3219,NA
1193,3221.3,3221.3
1194,3211.2,3211.2
1195,3191.4,3191.4
1196,3198.2,3198.2
1197,3236.8,3236.8
1198,3248.7,3248.7
1199,3279.9,3279.9
1200,3270,NA
1201,3221.7,3221.7
1202,3253.8,3253.8
1203,3262.7,3262.7
1204,3245.6,3245.6
1205,3242.7,3242.7
1206,3253.1,3253.1
1207,3260.1,3260.1
1208,3266.1,3266.1
1209,3272.2,3272.2
1210,3280.3,3280.3
1211,3270.6,3270.6
1212,3243.5,3243.5
1213,3253,NA
1214,3264.4,3264.4
1215,3296.2,3296.2
1216,3298.6,3298.6
1217,3309.9,3309.9
1218,3360.5,3360.5
1219,3354.8,3354.8
1220,3385.5,3385.5
1221,3400.6,3400.6
1222,3383.4,3383.4
1223,3408.3,3408.3
1224,3581.9,3581.9
1225,3549.7,3549.7
1226,3506.2,3506.2
1227,3540.5,3540.5
1228,3558.3,3558.3
1229,3578.4,3578.4
1230,3561.1,3561.1
1231,3583.6,3583.6
1232,3605.1,3605.1
1233,3611.1,3611.1
1234,3629.3,3629.3
1235,3647.7,3647.7
1236,3677,NA
1237,3658.1,3658.1
1238,3671,NA
1239,3640.3,3640.3
1240,3646.5,3646.5
1241,3654.3,3654.3
1242,3648.3,3648.3
1243,3606.7,3606.7
1244,3611.1,3611.1
1245,3611.1,3611.1
1246,3611.1,3611.1
1247,3594.4,3594.4
1248,3601.5,3601.5
1249,3566.9,3566.9
1250,3575.5,3575.5
1251,3589.6,3589.6
1252,3607.5,3607.5
1253,3603.9,3603.9
1254,3601.2,3601.2
1255,3628.1,3628.1
1256,3673.2,3673.2
1257,3647.3,3647.3
1258,3668.4,3668.4
1259,3668.1,3668.1
1260,3696,NA
1261,3658.2,3658.2
1262,3651,NA
1263,3651,NA
1264,3635.8,3635.8
1265,3611.2,3611.2
1266,3591.6,3591.6
1267,3583.6,3583.6
1268,3534.1,3534.1
1269,3521.6,3521.6
1270,3556.9,3556.9
1271,3557.8,3557.8
1272,3582.4,3582.4
1273,3572.5,3572.5
1274,3572.5,3572.5
1275,3593,NA
1276,3584,NA
1277,3587.3,3587.3
1278,3550,NA
1279,3547.4,3547.4
1280,3572.2,3572.2
1281,3572.2,3572.2
1282,3583.8,3583.8
1283,3558.2,3558.2
1284,3537.7,3537.7
1285,3556.1,3556.1
1286,3544.6,3544.6
1287,3568.1,3568.1
1288,3572,NA
1289,3585.5,3585.5
1290,3547.9,3547.9
1291,3575.8,3575.8
1292,3575.6,3575.6
1293,3600.9,3600.9
1294,3607.4,3607.4
1295,3593.9,3593.9
1296,3600.1,3600.1
1297,3628.3,3628.3
1298,3643.6,3643.6
1299,3655.4,3655.4
1300,3687.3,3687.3
1301,3701.5,3701.5
1302,3699.6,3699.6
1303,3723.5,3723.5
1304,3703,NA
1305,3732.9,3732.9
1306,3728.2,3728.2
1307,3750.8,3750.8
1308,3757,NA
1309,3771.3,3771.3
1310,3731.2,3731.2
1311,3732.8,3732.8
1312,3773.4,3773.4
1313,3788,NA
1314,3810,NA
1315,3785.8,3785.8
1316,3755.4,3755.4
1317,3678.1,3678.1
1318,3656.2,3656.2
1319,3649.2,3649.2
1320,3661.5,3661.5
1321,3566.1,3566.1
1322,3585.2,3585.2
1323,3482.6,3482.6
1324,3537.4,3537.4
1325,3537.8,3537.8
1326,3549.5,3549.5
1327,3518.2,3518.2
1328,3494.4,3494.4
1329,3494.4,3494.4
1330,3604.6,3604.6
1331,3623.3,3623.3
1332,3629,NA
1333,3662.6,3662.6
1334,3653.4,3653.4
1335,3643.2,3643.2
1336,3623.1,3623.1
1337,3630.2,3630.2
1338,3650.7,3650.7
1339,3646.3,3646.3
1340,3670.5,3670.5
1341,3664.4,3664.4
1342,3698.2,3698.2
1343,3683.8,3683.8
1344,3713,NA
1345,3725.4,3725.4
1346,3714.6,3714.6
1347,3722.4,3722.4
1348,3692.6,3692.6
1349,3682.6,3682.6
1350,3646.3,3646.3
1351,3654.7,3654.7
1352,3623.9,3623.9
1353,3634.2,3634.2
1354,3627.1,3627.1
1355,3637.8,3637.8
1356,3684.4,3684.4
1357,3694.2,3694.2
1358,3678.9,3678.9
1359,3687.2,3687.2
1360,3716.8,3716.8
1361,3722.7,3722.7
1362,3690,NA
1363,3690.1,3690.1
1364,3694.9,3694.9
1365,3694.9,3694.9
1366,3635.5,3635.5
1367,3661.2,3661.2
1368,3697.7,3697.7
1369,3699.5,3699.5
1370,3696.6,3696.6
1371,3736.4,3736.4
1372,3737.5,3737.5
1373,3760.2,3760.2
1374,3771.6,3771.6
1375,3771.6,3771.6
1376,3813.7,3813.7
1377,3818.1,3818.1
1378,3807.9,3807.9
1379,3797.3,3797.3
1380,3805.2,3805.2
1381,3813.7,3813.7
1382,3822.2,3822.2
1383,3790.2,3790.2
1384,3793.2,3793.2
1385,3803.3,3803.3
1386,3788.2,3788.2
1387,3775.3,3775.3
1388,3742.9,3742.9
1389,3753.6,3753.6
1390,3758.7,3758.7
1391,3763.5,3763.5
1392,3732,NA
1393,3723.1,3723.1
1394,3725.3,3725.3
1395,3736.1,3736.1
1396,3749.2,3749.2
1397,3784.8,3784.8
1398,3815.4,3815.4
1399,3811.5,3811.5
1400,3812,NA
1401,3827.6,3827.6
1402,3829.8,3829.8
1403,3825.7,3825.7
1404,3856.4,3856.4
1405,3897.9,3897.9
1406,3888.3,3888.3
1407,3892.6,3892.6
1408,3883.3,3883.3
1409,3861.5,3861.5
1410,3882.8,3882.8
1411,3891.7,3891.7
1412,3878.2,3878.2
1413,3845.3,3845.3
1414,3884.1,3884.1
1415,3902.5,3902.5
1416,3874,NA
1417,3924.5,3924.5
1418,3910.6,3910.6
1419,3913.8,3913.8
1420,3835.5,3835.5
1421,3874,NA
1422,3885.4,3885.4
1423,3857.6,3857.6
1424,3860,NA
1425,3839.3,3839.3
1426,3869.2,3869.2
1427,3850.4,3850.4
1428,3874,NA
1429,3880.8,3880.8
1430,3890.1,3890.1
1431,3875.5,3875.5
1432,3869.8,3869.8
1433,3869.8,3869.8
1434,3869.8,3869.8
1435,3922.2,3922.2
1436,3948.3,3948.3
1437,3942.2,3942.2
1438,3942.2,3942.2
1439,3942.2,3942.2
1440,3940.1,3940.1
1441,3923.8,3923.8
1442,3922.9,3922.9
1443,3944.9,3944.9
1444,3966.2,3966.2
1445,3947.4,3947.4
1446,3975.5,3975.5
1447,3983.6,3983.6
1448,3979.6,3979.6
1449,4007.1,4007.1
1450,4019.9,4019.9
1451,4009.5,4009.5
1452,4023.1,4023.1
1453,4115.4,4115.4
1454,4161,NA
1455,4125.5,4125.5
1456,4127.3,4127.3
1457,4182.3,4182.3
1458,4169.7,4169.7
1459,4209.1,4209.1
1460,4272.2,4272.2
1461,4282.8,4282.8
1462,4296.5,4296.5
1463,4305.5,4305.5
1464,4309.8,4309.8
1465,4357.9,4357.9
1466,4384.3,4384.3
1467,4408.4,4408.4
1468,4444.1,4444.1
1469,4436.3,4436.3
1470,4464.2,4464.2
1471,4514.6,4514.6
1472,4490.7,4490.7
1473,4525.5,4525.5
1474,4530.8,4530.8
1475,4522.5,4522.5
1476,4463.2,4463.2
1477,4503.9,4503.9
1478,4539,NA
1479,4519.7,4519.7
1480,4487.6,4487.6
1481,4460.1,4460.1
1482,4513.7,4513.7
1483,4547.1,4547.1
1484,4605.2,4605.2
1485,4638.9,4638.9
1486,4684.4,4684.4
1487,4677.1,4677.1
1488,4676.2,4676.2
1489,4609.9,4609.9
1490,4636.2,4636.2
1491,4556.5,4556.5
1492,4519.9,4519.9
1493,4535.1,4535.1
1494,4442.9,4442.9
1495,4491.3,4491.3
1496,4497.3,4497.3
1497,4558.6,4558.6
1498,4620.5,4620.5
1499,4659.2,4659.2
1500,4659.2,4659.2
1501,4659.2,4659.2
1502,4501.7,4501.7
1503,4488.7,4488.7
1504,4463.9,4463.9
1505,4471.5,4471.5
1506,4588,NA
1507,4582.6,4582.6
1508,4634.9,4634.9
1509,4626.6,4626.6
1510,4604.2,4604.2
1511,4586.3,4586.3
1512,4643.4,4643.4
1513,4625.6,4625.6
1514,4665.7,4665.7
1515,4699.1,4699.1
1516,4740.1,4740.1
1517,4752.3,4752.3
1518,4781.1,4781.1
1519,4836.1,4836.1
1520,4772.3,4772.3
1521,4793.3,4793.3
1522,4855.1,4855.1
1523,4897.6,4897.6
1524,4897.6,4897.6
1525,4953.5,4953.5
1526,5029.6,5029.6
1527,4988.4,4988.4
1528,5016,NA
1529,5016,NA
1530,5004.7,5004.7
1531,5042.5,5042.5
1532,5084.2,5084.2
1533,5134.3,5134.3
1534,5141.7,5141.7
1535,5157.5,5157.5
1536,5157.5,5157.5
1537,5081,NA
1538,5178.6,5178.6
1539,5176.4,5176.4
1540,5181,NA
1541,5196.7,5196.7
1542,5190,NA
1543,5133.1,5133.1
1544,5132.1,5132.1
1545,5041.6,5041.6
1546,5150,NA
1547,5207.2,5207.2
1548,5238.5,5238.5
1549,5251.2,5251.2
1550,5320,NA
1551,5368.8,5368.8
1552,5361.9,5361.9
1553,5308.6,5308.6
1554,5364.2,5364.2
1555,5384.6,5384.6
1556,5362,NA
1557,5345.9,5345.9
1558,5405,NA
1559,5510.3,5510.3
1560,5561.8,5561.8
1561,5587.8,5587.8
1562,5576.1,5576.1
1563,5662.4,5662.4
1564,5669.9,5669.9
1565,5700.3,5700.3
1566,5620.6,5620.6
1567,5654.8,5654.8
1568,5674.3,5674.3
1569,5804.9,5804.9
1570,5846.5,5846.5
1571,5947,NA
1572,6012.6,6012.6
1573,5977.1,5977.1
1574,5885.4,5885.4
1575,5801.5,5801.5
1576,5845.8,5845.8
1577,5844.7,5844.7
1578,5927.5,5927.5
1579,5868.3,5868.3
1580,5737.1,5737.1
1581,5620.5,5620.5
1582,5677.1,5677.1
1583,5869.9,5869.9
1584,5849.2,5849.2
1585,5847,NA
1586,5888,NA
1587,5842.1,5842.1
1588,5929.5,5929.5
1589,5898.2,5898.2
1590,5898.2,5898.2
1591,5771,NA
1592,5765.2,5765.2
1593,5812.1,5812.1
1594,5922.1,5922.1
1595,5864.8,5864.8
1596,5825.6,5825.6
1597,5808.4,5808.4
1598,5682.1,5682.1
1599,5579.5,5579.5
1600,5498.5,5498.5
1601,5405.6,5405.6
1602,5580.1,5580.1
1603,5690.1,5690.1
1604,5668.8,5668.8
1605,5475.8,5475.8
1606,5473.9,5473.9
1607,5363.3,5363.3
1608,5409.6,5409.6
1609,5217.3,5217.3
1610,5216.7,5216.7
1611,5271.5,5271.5
1612,5447.5,5447.5
1613,5478.6,5478.6
1614,5478.1,5478.1
1615,5532.9,5532.9
1616,5505.3,5505.3
1617,5445.1,5445.1
1618,5356.7,5356.7
1619,5280.8,5280.8
1620,5281.9,5281.9
1621,5321.7,5321.7
1622,5417.8,5417.8
1623,5550.4,5550.4
1624,5629,NA
1625,5611,NA
1626,5705.1,5705.1
1627,5730.4,5730.4
1628,5732.5,5732.5
1629,5667.1,5667.1
1630,5716.6,5716.6
1631,5691.8,5691.8
1632,5673.6,5673.6
1633,5754.7,5754.7
1634,5825,NA
1635,5929,NA
1636,5897.4,5897.4
1637,5846.9,5846.9
1638,5822.3,5822.3
1639,5732.2,5732.2
1640,5699.5,5699.5
1641,5792.8,5792.8
1642,5836.3,5836.3
1643,5815.9,5815.9
1644,5806.8,5806.8
1645,5751.6,5751.6
1646,5777.2,5777.2
1647,5862.9,5862.9
1648,5803.2,5803.2
1649,5651.8,5651.8
1650,5689.5,5689.5
1651,5533.5,5533.5
1652,5279.7,5279.7
1653,5479,NA
1654,5370.9,5370.9
1655,5467.2,5467.2
1656,5581.6,5581.6
1657,5538.2,5538.2
1658,5601.6,5601.6
1659,5557.4,5557.4
1660,5438.6,5438.6
1661,5459.7,5459.7
1662,5483.9,5483.9
1663,5434,NA
1664,5418.2,5418.2
1665,5437,NA
1666,5565,NA
1667,5574.2,5574.2
1668,5571.7,5571.7
1669,5650.4,5650.4
1670,5725.5,5725.5
1671,5645.7,5645.7
1672,5666.3,5666.3
1673,5738.3,5738.3
1674,5772.4,5772.4
1675,5775.9,5775.9
1676,5875.1,5875.1
1677,5919.9,5919.9
1678,5922.7,5922.7
1679,5969.5,5969.5
1680,6009,NA
1681,6095.3,6095.3
1682,6103.2,6103.2
1683,6056.6,6056.6
1684,6021.8,6021.8
1685,6018.7,6018.7
1686,5986.6,5986.6
1687,6092.7,6092.7
1688,6122.1,6122.1
1689,6115.1,6115.1
1690,5989.9,5989.9
1691,6049.3,6049.3
1692,6044.7,6044.7
1693,6046.7,6046.7
1694,6046.7,6046.7
1695,6046.7,6046.7
1696,6190.4,6190.4
1697,6267.6,6267.6
1698,6265.5,6265.5
1699,6265.5,6265.5
1700,6265.5,6265.5
1701,6397,NA
1702,6375.7,6375.7
1703,6390,NA
1704,6330.2,6330.2
1705,6251.8,6251.8
1706,6062.1,6062.1
1707,6169.3,6169.3
1708,6149.8,6149.8
1709,6148.5,6148.5
1710,6274,NA
1711,6340.4,6340.4
1712,6397.5,6397.5
1713,6391.4,6391.4
1714,6356.1,6356.1
1715,6391,NA
1716,6411,NA
1717,6424,NA
1718,6508.7,6508.7
1719,6530.4,6530.4
1720,6582.6,6582.6
1721,6688,NA
1722,6720.7,6720.7
1723,6708.9,6708.9
1724,6772,NA
1725,6857.1,6857.1
1726,6828.4,6828.4
1727,6860.8,6860.8
1728,6931.6,6931.6
1729,6856,NA
1730,6898.9,6898.9
1731,6905.3,6905.3
1732,6990.5,6990.5
1733,6966.2,6966.2
1734,6953.2,6953.2
1735,6986.7,6986.7
1736,6986.1,6986.1
1737,6945,NA
1738,7065.4,7065.4
1739,7118.6,7118.6
1740,7153.1,7153.1
1741,7273,NA
1742,7259.5,7259.5
1743,7130.5,7130.5
1744,7077.3,7077.3
1745,7197.2,7197.2
1746,7187.5,7187.5
1747,7246.5,7246.5
1748,7276.7,7276.7
1749,7267.9,7267.9
1750,7328,NA
1751,7261.2,7261.2
1752,7236.5,7236.5
1753,7132.4,7132.4
1754,7143.8,7143.8
1755,7300.5,7300.5
1756,7341,NA
1757,7407.4,7407.4
1758,7472.1,7472.1
1759,7415.9,7415.9
1760,7530.3,7530.3
1761,7536.3,7536.3
1762,7585.5,7585.5
1763,7615.5,7615.5
1764,7638.8,7638.8
1765,7725.9,7725.9
1766,7827.7,7827.7
1767,7744.3,7744.3
1768,7588.1,7588.1
1769,7624.1,7624.1
1770,7624.1,7624.1
1771,7624.1,7624.1
1772,7662.9,7662.9
1773,7616.3,7616.3
1774,7500.1,7500.1
1775,7453.7,7453.7
1776,7500.1,7500.1
1777,7369.1,7369.1
1778,7308.9,7308.9
1779,7265.5,7265.5
1780,7232.3,7232.3
1781,7053.5,7053.5
1782,7180.1,7180.1
1783,7241.8,7241.8
1784,7401.4,7401.4
1785,7401.4,7401.4
1786,7640.8,7640.8
1787,7596.2,7596.2
1788,7610.8,7610.8
1789,7536,NA
1790,7587.1,7587.1
1791,7677.5,7677.5
1792,7627.3,7627.3
1793,7582.8,7582.8
1794,7550.6,7550.6
1795,7519.4,7519.4
1796,7371.4,7371.4
1797,7483.2,7483.2
1798,7495.8,7495.8
1799,7495.8,7495.8
1800,7542.7,7542.7
1801,7657.1,7657.1
1802,7731.9,7731.9
1803,7633.5,7633.5
1804,7605,NA
1805,7656.1,7656.1
1806,7656.1,7656.1
1807,7657.5,7657.5
1808,7676.3,7676.3
1809,7592.9,7592.9
1810,7699.5,7699.5
1811,7743.4,7743.4
1812,7716.8,7716.8
1813,7652.6,7652.6
1814,7498.4,7498.4
1815,7417.4,7417.4
1816,7342.7,7342.7
1817,7388.7,7388.7
1818,7562.7,7562.7
1819,7488,NA
1820,7518.6,7518.6
1821,7511.8,7511.8
1822,7624.8,7624.8
1823,7667.9,7667.9
1824,7794.7,7794.7
1825,7816.9,7816.9
1826,7881.9,7881.9
1827,7882,NA
1828,8038.2,8038.2
1829,8047.3,8047.3
1830,8099,NA
1831,8166,NA
1832,8160,NA
1833,8227.2,8227.2
1834,8205,NA
1835,8192.4,8192.4
1836,8141.9,8141.9
1837,8180.5,8180.5
1838,8158.1,8158.1
1839,8126.5,8126.5
1840,8288.2,8288.2
1841,8400.8,8400.8
1842,8412,NA
1843,8340.7,8340.7
1844,8229.2,8229.2
1845,8205.7,8205.7
1846,7998.7,7998.7
1847,8093,NA
1848,8102.7,8102.7
1849,8205.5,8205.5
1850,8239.5,8239.5
1851,8139.2,8139.2
1852,8170.2,8170.2
1853,7943.2,7943.2
1854,7846.2,7846.2
1855,7952.9,7952.9
1856,7721.3,7721.3
1857,7447.9,7447.9
1858,7607.5,7607.5
1859,7552.6,7552.6
1860,7676.3,7676.3
